매물확인방식,보증금,월세,전용면적,해당층,총층,방수,주차가능여부,총주차대수,관리비,제공플랫폼,허위매물여부,게재일_변환,방향_0,방향_1,방향_2,방향_3,방향_4,방향_5,방향_6,방향_7
2,18500000.0,410000,31.46,6.0,12.0,1.0,1,11.0,5,0,0,585,False,False,True,False,False,False,False,False
0,18500000.0,100000,25.88,1.0,2.0,1.0,1,36.0,12,0,0,225,False,True,False,False,False,False,False,False
2,129500000.0,50000,28.89,5.0,8.0,2.0,0,8.0,7,0,0,561,True,False,False,False,False,False,False,False
2,187500000.0,430000,26.6,11.0,18.0,2.0,0,21.0,0,0,0,462,False,False,False,False,False,False,False,True
1,402000000.0,510000,25.97,2.0,4.0,2.0,1,2.0,0,1,1,305,False,False,True,False,False,False,False,False
2,164500000.0,540000,25.56,7.0,10.0,2.0,0,1.0,17,1,0,599,True,False,False,False,False,False,False,False
2,11500000.0,380000,26.25,3.0,4.0,1.0,1,2.0,0,0,0,543,False,False,False,False,False,False,False,True
2,152500000.0,120000,29.7,5.0,9.0,1.0,0,2.0,10,1,0,483,False,True,False,False,False,False,False,False
0,158500000.0,540000,29.81,5.0,9.0,2.0,0,8.0,11,2,0,556,True,False,False,False,False,False,False,False
2,75000000.0,440000,33.05,2.0,3.0,2.0,1,18.0,0,0,0,526,False,True,False,False,False,False,False,False
2,368000000.0,50000,25.56,2.0,4.0,1.0,0,2.0,0,0,1,381,False,False,False,False,False,False,True,False
2,345500000.0,500000,21.22,5.0,15.0,1.0,0,3.0,6,2,0,179,False,False,False,False,False,False,False,True
2,15500000.0,390000,23.85,10.5,15.0,1.0,0,1.0,0,0,0,562,False,False,False,False,False,False,False,True
2,16000000.0,580000,42.9,3.0,5.0,2.0,1,5.5,0,2,0,565,False,True,False,False,False,False,False,False
2,103000000.0,240000,26.59,4.0,7.0,1.0,0,4.0,17,0,0,502,False,False,True,False,False,False,False,False
2,349500000.0,750000,17.5,8.0,14.0,1.0,0,104.0,11,0,0,493,False,False,True,False,False,False,False,False
2,117500000.0,360000,17.5,8.0,8.0,1.0,0,3.0,12,0,1,442,False,False,False,False,False,False,False,True
1,141500000.0,190000,35.02,4.0,9.0,1.0,0,1.0,3,5,0,458,True,False,False,False,False,False,False,False
2,194500000.0,700000,17.5,5.0,8.0,1.0,0,4.0,1,7,0,608,False,False,False,True,False,False,False,False
2,126500000.0,220000,36.48,19.0,20.0,2.0,0,47.0,2,1,0,188,False,False,False,False,False,False,False,True
2,102000000.0,360000,26.25,3.0,8.0,1.0,0,4.0,18,0,0,527,False,False,False,False,False,False,False,True
1,342000000.0,590000,25.97,5.0,8.0,1.0,1,5.0,12,0,1,310,False,False,False,False,False,False,True,False
1,329500000.0,450000,28.88,1.0,9.0,1.0,0,3.0,0,1,0,454,False,False,False,False,False,True,False,False
1,167500000.0,350000,24.39,2.0,11.0,1.0,0,16.0,0,1,0,589,False,False,True,False,False,False,False,False
2,110000000.0,610000,22.79,2.0,2.0,2.0,0,4.0,7,0,0,151,False,False,False,False,False,True,False,False
1,117000000.0,50000,27.68,9.0,10.0,1.0,0,11.0,3,0,0,310,False,False,False,True,False,False,False,False
2,10500000.0,70000,17.5,6.0,9.0,1.0,1,58.0,3,2,0,579,False,False,False,False,False,False,True,False
2,113000000.0,710000,34.71,5.0,9.0,1.0,0,18.0,5,6,1,469,True,False,False,False,False,False,False,False
2,162500000.0,740000,25.18,2.0,4.0,2.0,1,3.0,0,3,0,495,False,False,False,True,False,False,False,False
2,126000000.0,670000,27.76,2.0,4.0,1.0,1,2.0,0,3,0,560,False,True,False,False,False,False,False,False
0,17000000.0,730000,29.6,5.0,9.0,1.0,0,8.0,0,2,0,575,False,False,False,True,False,False,False,False
1,146000000.0,540000,17.5,2.0,2.0,1.0,0,11.0,10,9,0,636,True,False,False,False,False,False,False,False
2,6500000.0,100000,27.58,2.0,3.0,2.0,1,2.0,0,0,0,549,False,False,False,True,False,False,False,False
2,89000000.0,440000,39.67,3.0,4.0,2.0,0,18.0,0,3,1,439,False,False,False,False,True,False,False,False
2,15500000.0,140000,27.58,5.0,6.0,2.0,0,5.0,12,1,1,423,False,False,False,True,False,False,False,False
2,321500000.0,710000,19.93,6.0,19.0,1.0,0,16.0,4,2,0,543,False,False,False,True,False,False,False,False
2,404000000.0,290000,27.46,8.0,12.0,1.0,0,34.0,4,0,0,199,False,False,False,False,False,False,False,True
2,127000000.0,70000,27.045,6.0,7.0,1.0,1,6.0,0,0,0,495,False,False,True,False,False,False,False,False
2,181500000.0,520000,28.17,4.0,6.0,2.0,1,5.0,0,3,0,475,False,False,False,False,False,False,False,True
2,170500000.0,440000,21.28,11.0,12.0,1.0,1,47.0,0,2,0,530,False,False,False,False,False,False,False,True
2,112500000.0,170000,21.23,4.0,8.0,1.0,0,6.0,9,2,1,429,False,False,False,True,False,False,False,False
2,161500000.0,20000,35.44,8.0,13.0,1.0,1,30.0,12,0,0,190,False,False,True,False,False,False,False,False
2,189500000.0,10000,37.13,1.0,19.0,1.0,0,5.0,0,2,0,190,False,False,False,False,False,False,False,True
2,182000000.0,100000,30.64,6.0,6.0,2.0,1,28.0,12,1,0,327,False,False,False,False,False,False,False,True
2,158500000.0,170000,28.31,17.0,21.0,1.0,1,22.0,8,1,0,492,False,False,False,True,False,False,False,False
2,348500000.0,200000,24.45,2.0,3.0,2.0,1,3.0,3,7,0,511,False,False,False,False,False,True,False,False
2,19500000.0,460000,17.5,5.0,6.0,1.0,1,35.0,0,0,0,344,False,True,False,False,False,False,False,False
2,14500000.0,380000,24.01,6.0,10.0,2.0,0,8.0,0,0,0,607,False,True,False,False,False,False,False,False
0,18500000.0,180000,41.8,2.0,3.0,2.0,1,18.0,12,0,1,117,False,False,False,False,False,False,True,False
2,179500000.0,370000,24.39,2.0,3.0,2.0,1,3.0,0,0,0,494,False,False,False,True,False,False,False,False
2,93500000.0,620000,28.17,4.0,5.0,2.0,0,29.0,7,1,0,168,False,False,False,False,False,False,False,True
2,100500000.0,110000,24.52,8.0,10.0,1.0,0,10.0,5,0,0,525,False,False,False,True,False,False,False,False
2,107000000.0,250000,29.89,4.0,6.0,2.0,0,8.0,1,1,0,531,True,False,False,False,False,False,False,False
1,142000000.0,260000,31.46,2.0,6.0,1.0,0,4.0,9,3,0,576,False,False,True,False,False,False,False,False
2,11500000.0,610000,28.01,10.0,12.0,1.0,0,34.0,13,1,0,419,False,False,False,False,False,False,False,True
2,135500000.0,100000,27.48,3.0,7.0,2.0,0,8.0,9,1,0,529,False,False,False,False,False,False,False,True
2,135000000.0,720000,43.48,4.0,13.0,2.0,0,28.0,22,1,0,493,False,False,False,False,False,False,True,False
2,24000000.0,200000,29.15,4.0,15.0,1.0,1,38.0,5,8,0,349,False,False,False,True,False,False,False,False
2,140000000.0,400000,17.5,19.0,20.0,1.0,1,38.0,2,1,0,308,False,False,True,False,False,False,False,False
2,163500000.0,690000,20.47,4.0,6.0,1.0,0,6.0,0,0,1,380,False,False,False,False,False,False,True,False
2,164500000.0,150000,17.5,6.0,6.0,1.0,1,6.0,0,2,1,58,False,False,False,False,False,False,False,True
0,28000000.0,220000,19.83,3.0,6.0,1.0,1,6.0,8,0,0,484,False,False,False,False,False,False,True,False
2,397000000.0,60000,38.44,11.0,15.0,1.0,1,2.0,10,0,0,227,False,False,False,False,False,True,False,False
2,122500000.0,400000,28.27,2.0,3.0,2.0,1,2.0,2,0,0,587,False,False,False,True,False,False,False,False
2,95500000.0,340000,32.1,17.0,21.0,2.0,1,43.0,0,0,0,323,False,True,False,False,False,False,False,False
2,28000000.0,690000,28.09,9.0,10.0,2.0,1,1.0,4,0,0,292,False,False,False,False,False,False,True,False
0,6000000.0,150000,19.83,3.0,8.0,1.0,1,2.0,1,0,0,509,False,False,False,True,False,False,False,False
2,325500000.0,160000,29.14,3.0,4.0,1.0,1,2.0,12,1,1,72,False,False,False,False,False,False,True,False
2,67500000.0,390000,17.5,7.0,14.0,1.0,0,104.0,18,5,0,485,False,False,True,False,False,False,False,False
2,396000000.0,380000,43.33,10.0,11.0,1.0,1,29.0,0,0,0,482,False,False,False,False,False,False,True,False
2,374500000.0,700000,31.43,2.0,6.0,1.0,1,49.0,7,0,0,225,False,False,False,False,True,False,False,False
0,8500000.0,300000,26.78,3.0,6.0,1.0,1,2.0,0,0,0,489,False,True,False,False,False,False,False,False
2,161000000.0,50000,29.14,2.0,3.0,2.0,1,2.0,0,0,1,435,False,False,False,True,False,False,False,False
1,7500000.0,20000,17.5,5.0,13.0,1.0,0,40.0,8,3,0,608,False,False,False,False,False,False,False,True
2,343500000.0,240000,49.59,3.0,5.0,2.0,1,5.5,19,3,1,127,False,False,False,False,False,False,True,False
0,95000000.0,590000,17.5,6.0,6.0,1.0,0,8.0,5,0,0,612,False,True,False,False,False,False,False,False
2,398500000.0,60000,35.58,5.0,9.0,1.0,1,48.0,0,1,0,378,False,False,False,True,False,False,False,False
0,364000000.0,0,17.5,10.0,16.0,1.0,0,34.0,0,3,1,387,False,False,False,False,True,False,False,False
0,78500000.0,110000,24.05,3.0,4.0,2.0,1,3.0,8,1,0,404,False,False,False,False,False,False,True,False
2,347500000.0,170000,17.5,5.0,10.0,2.0,0,2.0,8,0,0,265,False,False,True,False,False,False,False,False
2,6000000.0,90000,19.83,3.0,5.0,1.0,1,6.0,12,0,0,460,False,False,False,True,False,False,False,False
2,155000000.0,570000,33.97,1.0,12.0,1.0,1,49.0,9,2,0,549,False,False,False,False,False,False,True,False
2,75000000.0,620000,18.2,5.0,6.0,1.0,1,6.0,7,3,0,567,True,False,False,False,False,False,False,False
2,324000000.0,510000,40.89,6.0,6.0,1.0,0,11.0,1,4,0,544,False,False,False,True,False,False,False,False
2,19500000.0,250000,27.48,4.0,7.0,2.0,0,10.0,1,0,0,590,False,False,False,False,False,False,False,True
2,20500000.0,350000,41.94,6.0,6.0,2.0,0,5.5,0,1,0,539,False,False,True,False,False,False,False,False
0,145000000.0,450000,28.27,3.0,4.0,1.0,0,1.0,6,3,0,629,False,False,True,False,False,False,False,False
2,19000000.0,100000,34.28,10.0,19.0,1.0,0,40.0,0,5,0,261,False,False,True,False,False,False,False,False
2,27500000.0,240000,26.78,3.0,5.0,2.0,0,6.0,1,3,0,587,False,False,False,False,False,False,False,True
2,174000000.0,160000,29.14,5.0,8.0,1.0,1,8.0,12,0,1,324,False,False,True,False,False,False,False,False
2,78000000.0,340000,27.69,3.0,9.0,1.0,1,13.0,1,4,0,542,False,False,False,False,False,False,False,True
2,161000000.0,750000,39.32,10.0,13.0,2.0,1,47.0,12,1,0,625,False,False,False,True,False,False,False,False
0,160500000.0,670000,26.25,3.0,7.0,1.0,0,6.0,8,1,0,491,False,True,False,False,False,False,False,False
0,101000000.0,230000,20.33,2.0,6.0,1.0,0,32.0,1,0,0,573,False,False,True,False,False,False,False,False
2,150500000.0,170000,17.5,5.0,9.0,1.0,1,8.0,7,0,0,592,False,True,False,False,False,False,False,False
2,79000000.0,140000,46.03,3.0,15.0,1.0,0,42.0,14,4,0,468,False,False,False,False,False,True,False,False
0,133000000.0,80000,30.1,2.0,3.0,2.0,1,2.0,9,2,0,632,False,False,True,False,False,False,False,False
2,91500000.0,250000,26.59,3.0,4.0,2.0,1,3.0,1,1,0,605,False,False,False,True,False,False,False,False
2,86500000.0,450000,17.5,4.0,6.0,1.0,1,6.0,0,1,0,621,False,True,False,False,False,False,False,False
1,113500000.0,150000,19.72,3.0,3.0,1.0,1,41.0,10,0,0,383,False,False,True,False,False,False,False,False
2,368000000.0,510000,25.97,4.0,5.0,1.0,0,4.0,7,6,0,482,False,False,False,True,False,False,False,False
2,162500000.0,470000,28.65,2.0,2.0,1.0,1,14.0,6,0,0,582,False,True,False,False,False,False,False,False
2,97500000.0,510000,26.295,2.0,5.0,1.0,1,4.0,4,0,0,601,True,False,False,False,False,False,False,False
1,27500000.0,490000,25.985,8.0,9.0,2.0,0,1.0,6,0,0,554,True,False,False,False,False,False,False,False
0,80000000.0,490000,29.23,9.0,10.0,1.0,0,15.0,9,2,0,392,False,False,False,False,False,False,True,False
2,9500000.0,250000,26.78,3.0,5.0,2.0,0,4.0,5,0,0,390,False,False,False,True,False,False,False,False
0,172500000.0,550000,23.05,6.0,20.0,1.0,0,44.0,5,1,0,612,False,False,False,False,False,False,True,False
2,149500000.0,70000,30.48,10.0,15.0,2.0,0,20.0,9,0,0,450,False,False,True,False,False,False,False,False
1,138500000.0,600000,24.16,4.0,11.0,2.0,0,28.0,8,0,0,464,False,False,True,False,False,False,False,False
1,380500000.0,350000,30.27,13.0,16.0,1.0,0,34.0,2,0,0,334,True,False,False,False,False,False,False,False
1,133500000.0,150000,39.01,16.0,20.0,2.0,0,33.0,3,1,0,436,False,False,True,False,False,False,False,False
2,181000000.0,170000,25.12,3.0,5.0,1.0,1,41.0,12,3,0,412,False,False,False,False,False,False,True,False
2,92000000.0,370000,27.25,6.0,6.0,1.0,1,4.0,0,1,0,574,False,False,False,False,False,False,True,False
2,14000000.0,160000,27.58,5.0,5.0,1.0,1,5.0,9,1,0,523,False,False,True,False,False,False,False,False
0,89000000.0,500000,40.6,1.0,2.0,2.0,0,18.0,10,0,0,334,False,False,False,True,False,False,False,False
2,99500000.0,20000,17.5,2.0,5.0,1.0,1,45.0,12,1,0,487,False,False,False,False,False,False,True,False
2,156000000.0,190000,33.96,13.0,17.0,1.0,0,31.0,0,1,0,557,False,False,True,False,False,False,False,False
2,75000000.0,530000,26.295,4.0,5.0,1.0,1,4.0,0,0,0,549,False,False,False,False,False,True,False,False
2,379000000.0,300000,31.63,6.0,10.0,1.0,0,32.0,8,1,0,227,False,False,False,False,False,False,False,True
2,94000000.0,280000,31.7,5.0,7.0,2.0,0,15.0,0,1,0,578,False,False,False,True,False,False,False,False
2,74000000.0,100000,29.75,5.0,6.0,2.0,0,4.0,7,0,0,516,False,False,False,True,False,False,False,False
2,18500000.0,500000,40.89,6.0,6.0,1.0,0,11.0,0,4,0,472,False,False,False,True,False,False,False,False
2,116500000.0,450000,28.27,3.0,4.0,2.0,0,5.0,7,1,0,581,False,False,True,False,False,False,False,False
0,126000000.0,490000,20.65,2.0,2.0,1.0,0,39.0,3,0,0,543,False,False,False,False,False,False,True,False
2,194000000.0,540000,28.17,2.0,4.0,1.0,0,3.0,0,1,0,554,False,False,False,True,False,False,False,False
1,165000000.0,140000,18.1,4.0,8.0,1.0,1,4.0,14,2,1,454,False,False,False,True,False,False,False,False
1,143500000.0,460000,26.104999999999997,4.0,8.0,1.0,1,3.0,9,2,0,555,False,False,False,False,True,False,False,False
2,106500000.0,550000,19.71,8.0,12.0,1.0,1,29.0,13,3,0,563,False,True,False,False,False,False,False,False
2,332000000.0,290000,17.5,3.0,10.0,1.0,1,3.0,0,0,0,590,False,True,False,False,False,False,False,False
1,10500000.0,310000,19.57,9.0,10.0,2.0,1,35.0,2,0,0,203,False,False,False,True,False,False,False,False
2,155500000.0,710000,27.76,2.0,3.0,1.0,1,2.0,0,0,0,516,True,False,False,False,False,False,False,False
0,67000000.0,110000,24.05,2.0,4.0,2.0,1,3.0,0,0,0,563,False,False,True,False,False,False,False,False
2,167000000.0,220000,19.83,4.0,4.0,1.0,1,9.0,0,1,0,268,False,False,False,False,False,False,True,False
2,74000000.0,230000,37.55,6.0,6.0,2.0,0,5.5,5,1,0,516,False,False,False,True,False,False,False,False
1,336500000.0,630000,17.5,4.0,4.0,1.0,1,9.0,5,0,0,502,True,False,False,False,False,False,False,False
1,177500000.0,680000,29.95,3.0,9.0,2.0,0,32.0,12,1,0,506,False,False,False,True,False,False,False,False
2,7000000.0,660000,19.83,8.0,9.0,1.0,1,6.0,18,0,1,445,False,True,False,False,False,False,False,False
2,390500000.0,630000,17.5,9.0,16.0,1.0,1,15.0,7,4,1,454,False,False,False,False,False,False,True,False
1,121500000.0,140000,22.45,12.0,15.0,1.0,0,15.0,10,1,0,232,True,False,False,False,False,False,False,False
0,157500000.0,230000,25.29,2.0,3.0,1.0,1,3.0,0,0,0,578,False,False,False,True,False,False,False,False
2,378000000.0,190000,42.57,3.0,4.0,1.0,0,10.0,1,0,0,610,False,False,False,True,False,False,False,False
2,5000000.0,210000,37.73,5.0,9.0,1.0,1,41.0,15,2,0,401,False,False,False,False,False,True,False,False
2,196000000.0,200000,25.29,3.0,5.0,2.0,1,5.0,8,0,0,488,True,False,False,False,False,False,False,False
2,85000000.0,280000,34.46,1.0,8.0,1.0,1,33.0,5,1,0,552,False,False,False,False,False,False,True,False
0,348500000.0,510000,40.89,6.0,6.0,1.0,1,11.0,7,4,0,231,False,False,False,False,False,False,False,True
2,117000000.0,660000,27.76,5.0,6.0,1.0,1,5.0,1,1,0,567,True,False,False,False,False,False,False,False
2,165500000.0,350000,28.98,18.0,19.0,1.0,0,25.0,0,2,0,546,False,False,False,False,False,False,True,False
2,165500000.0,590000,28.17,4.0,4.0,1.0,0,3.0,10,0,1,370,False,False,True,False,False,False,False,False
2,166000000.0,600000,25.18,2.0,3.0,1.0,1,3.0,0,0,0,521,False,False,True,False,False,False,False,False
2,101500000.0,420000,32.21,2.0,2.0,1.0,1,10.0,3,1,0,181,False,False,True,False,False,False,False,False
2,347500000.0,710000,24.96,3.0,4.0,2.0,1,1.0,6,0,0,605,False,False,False,False,False,True,False,False
2,22500000.0,670000,27.46,2.0,3.0,2.0,1,2.0,0,3,1,463,False,False,False,False,False,False,False,True
1,26000000.0,600000,28.09,2.0,4.0,2.0,1,2.0,0,0,0,589,False,False,True,False,False,False,False,False
0,149000000.0,290000,36.96,4.0,4.0,2.0,0,5.0,10,0,0,528,False,False,True,False,False,False,False,False
2,99000000.0,570000,26.295,5.0,6.0,2.0,0,4.0,14,1,0,520,False,False,False,True,False,False,False,False
2,134500000.0,60000,27.045,2.0,3.0,2.0,1,2.0,0,0,0,509,False,False,True,False,False,False,False,False
0,114000000.0,680000,23.77,12.0,12.0,1.0,1,31.0,2,0,0,627,False,False,False,True,False,False,False,False
2,137500000.0,730000,19.8,3.0,6.0,1.0,0,6.0,6,2,0,530,False,False,False,False,True,False,False,False
2,117000000.0,220000,48.6,2.0,3.0,2.0,1,18.0,14,1,1,361,False,False,False,False,False,False,True,False
2,17000000.0,720000,17.5,4.0,8.0,1.0,1,4.0,6,0,0,583,False,False,False,True,False,False,False,False
2,109000000.0,680000,36.92,4.0,19.0,2.0,1,18.0,16,1,0,258,True,False,False,False,False,False,False,False
2,108500000.0,0,18.87,9.0,16.0,1.0,0,54.0,0,2,1,445,False,False,False,True,False,False,False,False
2,191000000.0,670000,25.18,2.0,5.0,1.0,1,4.0,4,4,0,583,False,False,False,True,False,False,False,False
1,116000000.0,170000,19.04,19.0,21.0,1.0,0,40.0,9,8,0,669,False,False,True,False,False,False,False,False
0,161500000.0,460000,28.17,7.0,9.0,1.0,1,8.0,13,0,1,494,False,False,False,True,False,False,False,False
2,21000000.0,250000,26.78,2.0,3.0,2.0,1,2.0,2,1,0,553,True,False,False,False,False,False,False,False
1,66000000.0,80000,24.05,2.0,4.0,2.0,1,3.0,0,1,0,578,False,False,False,True,False,False,False,False
1,118500000.0,600000,27.76,4.0,9.0,1.0,0,8.0,17,1,0,500,False,True,False,False,False,False,False,False
1,14500000.0,720000,28.09,2.0,4.0,2.0,1,2.0,0,0,0,532,False,False,False,False,False,True,False,False
2,94000000.0,470000,17.5,2.0,4.0,1.0,1,9.0,0,0,0,582,False,False,False,False,True,False,False,False
2,332000000.0,560000,25.97,5.0,6.0,2.0,0,1.0,5,2,0,558,False,False,True,False,False,False,False,False
2,22000000.0,550000,28.0,4.0,4.0,1.0,1,47.0,0,5,0,470,False,False,False,False,True,False,False,False
1,393000000.0,250000,24.45,2.0,3.0,2.0,1,3.0,0,3,0,528,False,False,False,True,False,False,False,False
2,140500000.0,390000,19.88,6.0,8.0,1.0,0,45.0,1,4,0,320,True,False,False,False,False,False,False,False
2,350000000.0,650000,17.5,10.5,15.0,1.0,0,19.0,0,0,0,560,False,False,False,False,False,True,False,False
2,23500000.0,100000,27.58,3.0,4.0,2.0,1,2.0,0,9,0,558,False,False,True,False,False,False,False,False
2,125000000.0,600000,17.5,1.0,7.0,1.0,1,28.0,7,3,0,671,False,False,True,False,False,False,False,False
2,187500000.0,560000,36.36,2.0,3.0,2.0,1,18.0,0,0,0,612,False,False,True,False,False,False,False,False
2,21500000.0,520000,26.44,2.0,4.0,1.0,0,4.0,14,9,0,521,False,False,True,False,False,False,False,False
0,17500000.0,100000,29.92,4.0,7.0,2.0,0,6.0,19,1,0,578,False,False,False,False,False,False,False,True
2,160000000.0,510000,28.17,5.0,6.0,2.0,0,4.0,6,3,0,569,False,False,True,False,False,False,False,False
2,26500000.0,550000,25.985,2.0,3.0,2.0,1,2.0,0,0,1,416,False,False,False,False,False,True,False,False
2,166000000.0,560000,32.49,7.0,14.0,1.0,1,43.0,3,0,0,128,False,False,True,False,False,False,False,False
2,122000000.0,160000,25.58,7.0,7.0,2.0,0,4.0,8,2,0,600,False,False,False,False,False,False,False,True
2,131000000.0,330000,28.27,4.0,5.0,2.0,1,5.0,7,0,0,592,False,False,True,False,False,False,False,False
0,192500000.0,620000,27.32,5.0,5.0,1.0,1,24.0,16,7,0,181,False,False,False,False,False,False,True,False
2,113500000.0,70000,34.64,3.0,3.0,1.0,0,23.0,3,3,0,306,False,False,False,False,False,False,False,True
1,77000000.0,90000,35.28,9.0,9.0,1.0,1,27.0,9,1,0,367,False,False,False,False,False,True,False,False
2,90500000.0,620000,25.58,2.0,7.0,1.0,1,8.0,0,1,0,602,False,False,False,True,False,False,False,False
2,185000000.0,390000,24.39,2.0,5.0,1.0,1,2.0,5,0,0,622,False,False,True,False,False,False,False,False
0,117000000.0,150000,27.045,4.0,5.0,2.0,0,5.0,8,4,1,329,False,True,False,False,False,False,False,False
2,124500000.0,540000,39.5,3.0,6.0,2.0,0,1.0,0,1,0,486,False,False,False,True,False,False,False,False
0,93500000.0,140000,24.09,21.0,21.0,2.0,0,4.0,0,2,0,664,True,False,False,False,False,False,False,False
2,124500000.0,230000,25.01,16.0,16.0,1.0,1,46.0,0,1,0,594,True,False,False,False,False,False,False,False
0,402000000.0,530000,17.5,3.0,4.0,1.0,1,1.0,7,2,0,233,False,False,False,False,False,False,True,False
1,324000000.0,400000,20.84,6.0,8.0,1.0,0,6.0,3,1,0,408,True,False,False,False,False,False,False,False
2,129500000.0,440000,28.27,3.0,5.0,2.0,0,5.0,0,6,0,611,False,False,False,False,False,False,False,True
2,155000000.0,120000,48.1,3.0,5.0,2.0,0,1.0,0,0,0,477,False,False,False,False,False,False,False,True
2,334000000.0,260000,36.3,5.0,5.0,2.0,0,5.5,5,2,0,574,False,False,False,False,False,False,False,True
2,167000000.0,320000,17.5,14.0,14.0,2.0,0,45.0,2,2,0,608,False,False,True,False,False,False,False,False
2,19500000.0,380000,17.5,9.0,9.0,1.0,1,6.0,3,3,0,433,False,False,False,True,False,False,False,False
2,118000000.0,550000,35.71,2.0,3.0,2.0,1,40.0,0,9,0,629,False,False,False,True,False,False,False,False
2,146500000.0,540000,26.104999999999997,5.0,6.0,2.0,0,4.0,0,1,0,534,False,False,True,False,False,False,False,False
0,346000000.0,80000,25.56,2.0,3.0,2.0,1,3.0,0,0,0,560,True,False,False,False,False,False,False,False
2,400000000.0,160000,27.45,12.0,16.0,1.0,0,6.0,12,2,0,164,False,False,False,False,False,False,False,True
2,21500000.0,360000,26.25,4.0,6.0,1.0,0,1.0,6,4,0,565,False,True,False,False,False,False,False,False
1,333000000.0,50000,35.98,5.0,8.0,2.0,1,1.0,10,0,0,487,False,False,False,True,False,False,False,False
1,125500000.0,610000,20.15,17.0,18.0,1.0,1,36.0,0,1,0,525,False,False,False,True,False,False,False,False
2,344500000.0,260000,29.89,4.0,6.0,2.0,0,8.0,0,0,1,512,False,False,True,False,False,False,False,False
2,147000000.0,160000,27.045,4.0,6.0,1.0,1,4.0,3,4,0,566,False,False,True,False,False,False,False,False
2,14500000.0,250000,26.78,6.0,6.0,1.0,1,4.0,12,0,1,575,True,False,False,False,False,False,False,False
1,145000000.0,30000,26.87,14.0,15.0,1.0,1,18.0,1,4,0,150,True,False,False,False,False,False,False,False
2,110500000.0,290000,27.445,2.0,3.0,2.0,0,1.0,4,3,0,590,False,False,True,False,False,False,False,False
0,378000000.0,580000,17.5,4.0,7.0,1.0,1,6.0,13,0,1,276,False,False,False,False,False,False,True,False
2,338000000.0,260000,22.87,5.0,9.0,2.0,1,8.0,2,0,0,593,False,False,True,False,False,False,False,False
1,132000000.0,300000,32.53,15.0,21.0,1.0,1,5.0,0,0,0,519,False,False,False,False,False,False,False,True
2,165000000.0,460000,17.5,5.0,7.0,1.0,1,6.0,0,0,0,596,False,False,False,True,False,False,False,False
2,363500000.0,670000,24.96,2.0,3.0,2.0,1,3.0,0,7,1,100,False,False,False,False,False,False,True,False
2,79500000.0,660000,33.05,4.0,5.0,2.0,1,5.5,0,0,1,422,False,False,False,False,False,False,False,True
2,177500000.0,180000,17.5,13.0,13.0,2.0,1,15.0,8,0,0,456,False,False,True,False,False,False,False,False
2,327500000.0,530000,28.17,2.0,4.0,2.0,1,1.0,0,0,0,562,False,False,False,False,False,False,False,True
2,325500000.0,480000,28.17,2.0,4.0,1.0,0,2.0,11,3,0,568,False,False,False,False,False,False,False,True
0,130000000.0,720000,19.99,3.0,3.0,1.0,0,5.0,1,0,0,166,False,False,True,False,False,False,False,False
2,139500000.0,240000,21.03,5.0,20.0,1.0,0,35.0,0,0,0,516,False,False,True,False,False,False,False,False
2,409000000.0,40000,23.21,1.0,5.0,1.0,1,22.0,5,3,0,508,False,False,False,True,False,False,False,False
0,150500000.0,550000,26.104999999999997,4.0,5.0,1.0,1,4.0,0,0,0,542,False,True,False,False,False,False,False,False
2,70500000.0,10000,17.5,2.0,7.0,2.0,0,29.0,5,1,0,225,False,False,False,False,False,False,False,True
2,132500000.0,610000,29.15,7.0,18.0,1.0,1,31.0,15,0,0,398,False,False,False,True,False,False,False,False
2,7500000.0,320000,26.25,2.0,3.0,2.0,1,2.0,0,0,0,521,False,False,True,False,False,False,False,False
2,140500000.0,320000,39.12,8.0,14.0,2.0,0,30.0,10,1,1,422,False,True,False,False,False,False,False,False
2,144000000.0,600000,17.5,12.0,14.0,1.0,0,104.0,4,2,0,622,False,False,True,False,False,False,False,False
0,15500000.0,180000,26.78,5.0,5.0,2.0,0,7.0,12,1,1,451,False,True,False,False,False,False,False,False
2,88500000.0,660000,25.58,2.0,3.0,2.0,1,3.0,0,4,0,494,False,False,True,False,False,False,False,False
0,394500000.0,240000,24.45,4.0,18.0,1.0,0,49.0,0,0,0,183,False,False,True,False,False,False,False,False
2,17500000.0,60000,27.58,3.0,4.0,1.0,0,3.0,10,3,1,393,False,False,True,False,False,False,False,False
2,188000000.0,350000,24.39,4.0,6.0,1.0,1,5.0,7,1,0,367,False,False,True,False,False,False,False,False
2,19500000.0,370000,26.25,4.0,4.0,1.0,1,2.0,9,0,0,546,False,False,False,True,False,False,False,False
2,173000000.0,410000,17.5,11.0,15.0,1.0,0,33.0,7,2,0,251,False,False,False,False,True,False,False,False
0,378000000.0,100000,25.56,7.0,10.0,2.0,0,32.0,10,2,0,543,False,False,False,False,True,False,False,False
1,111500000.0,350000,26.4,4.0,4.0,1.0,1,2.0,0,2,0,529,False,True,False,False,False,False,False,False
0,93000000.0,330000,19.83,3.0,8.0,1.0,1,2.0,0,0,1,236,False,False,False,False,False,False,True,False
2,372500000.0,660000,24.96,4.0,6.0,1.0,0,5.0,7,1,1,396,False,False,False,True,False,False,False,False
0,137500000.0,370000,36.3,10.0,10.0,1.0,1,19.0,6,1,0,484,False,False,False,False,True,False,False,False
