Season,DayNum,WTeamID,WTeamName,WScore,LTeamID,LTeamName,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Tournament_Type,WTeamSeed,WTeamSeedRegion,LTeamSeed,LTeamSeedRegion,WTeamSeed,WTeamSeedRegion,LTeamSeed,LTeamSeedRegion
2023,30,1304,nebraska,88,1130,boston college,67,H,0,32,52,12,23,12,18,7,22,21,10,7,1,17,24,54,8,22,11,15,9,17,12,10,4,2,18,Regular,,,,,,,,
2023,30,1307,new mexico,69,1388,saint mary's,65,A,0,25,51,5,10,14,16,4,23,7,17,11,2,17,21,47,6,18,17,27,7,20,10,15,12,4,20,Regular,,,5.0,Z,,,5.0,Z
2023,30,1308,new mexico st,95,1431,texas-el paso,70,H,0,30,52,12,24,23,29,8,24,16,15,9,3,27,20,48,3,22,27,36,7,18,10,15,6,1,23,Regular,,,,,,,,
2023,30,1323,notre dame,70,1277,michigan st,52,H,0,27,54,11,26,5,8,3,25,13,6,2,3,12,21,54,4,12,6,6,2,26,8,7,4,2,12,Regular,,,7.0,W,,,7.0,W
2023,30,1345,purdue,79,1199,florida st,69,A,0,26,56,5,18,22,31,9,32,14,11,1,1,15,25,66,7,22,12,14,6,21,10,8,7,5,24,Regular,1.0,W,,,1.0,W,,
2023,30,1349,rice,70,1341,prairie view,62,H,0,20,48,4,20,26,34,10,27,12,14,6,1,16,22,52,6,21,12,18,4,18,8,10,6,2,26,Regular,,,,,,,,
2023,30,1351,rider,88,1284,monmouth,62,H,0,30,52,8,18,20,27,3,26,15,11,5,7,25,20,57,6,17,16,29,12,20,15,12,7,1,23,Regular,,,,,,,,
2023,30,1356,s illinois,80,1191,evansville,53,A,0,34,56,12,24,0,2,4,22,23,15,16,1,12,21,52,5,19,6,8,6,18,11,20,9,2,10,Regular,,,,,,,,
2023,30,1357,sacred heart,66,1306,new hampshire,61,A,0,22,53,4,16,18,29,9,28,11,10,6,1,13,20,57,10,30,11,13,8,23,14,12,5,1,20,Regular,,,,,,,,
2023,30,1362,san francisco,90,1114,ark little rock,68,H,0,30,64,13,32,17,22,11,25,19,11,7,4,18,24,57,4,18,16,20,7,27,9,16,6,2,19,Regular,,,,,,,,
2023,30,1365,santa clara,89,1461,wyoming,85,N,1,35,66,10,27,9,15,8,24,16,7,5,6,11,33,62,12,23,7,10,5,22,17,10,3,1,13,Regular,,,,,,,,
2023,30,1370,seattle,69,1168,cal st. fullerton,62,H,0,24,57,6,21,15,23,12,25,9,9,6,5,17,22,53,6,20,12,21,10,21,13,12,3,1,19,Regular,,,,,,,,
2023,30,1382,saint bonaventure,71,1292,middle tenn st,64,H,0,22,45,6,16,21,30,7,19,8,15,7,4,18,27,58,2,18,8,18,13,16,9,12,8,4,22,Regular,,,,,,,,
2023,30,1383,saint francis (ny),81,1175,delaware st,73,H,0,30,66,8,21,13,26,15,21,19,10,9,4,19,29,69,2,12,13,20,19,25,16,13,3,3,24,Regular,,,,,,,,
2023,30,1386,saint joseph's,85,1335,penn,80,A,1,29,65,11,29,16,25,8,26,16,10,9,4,23,27,64,9,27,17,28,13,27,21,17,5,6,23,Regular,,,,,,,,
2023,30,1387,saint louis,80,1398,tennessee st,63,H,0,32,71,7,20,9,10,14,28,26,8,8,5,14,21,59,8,28,13,16,8,21,13,9,7,6,14,Regular,,,,,,,,
2023,30,1395,tcu,75,1344,providence,62,H,0,28,56,6,12,13,16,9,23,12,12,5,1,20,22,53,4,18,14,24,12,19,12,14,6,6,17,Regular,6.0,Z,11.0,W,6.0,Z,11.0,W
2023,30,1396,temple,67,1247,la salle,51,N,0,24,52,7,19,12,18,6,32,11,12,2,5,13,22,69,4,19,3,6,12,23,11,11,10,3,19,Regular,,,,,,,,
2023,30,1397,tennessee,76,1270,mcneese,40,H,0,23,54,11,29,19,34,16,22,21,11,10,8,12,16,56,2,17,6,11,16,18,4,20,8,4,29,Regular,4.0,W,,,4.0,W,,
2023,30,1401,texas a&m,83,1374,smu,64,H,0,30,61,6,17,17,25,9,22,17,9,11,4,24,19,55,8,24,18,25,12,21,10,19,2,3,20,Regular,7.0,Y,,,7.0,Y,,
2023,30,1403,texas tech,79,1207,georgetown,65,H,0,29,57,8,19,13,16,8,27,11,17,13,1,10,25,56,9,26,6,9,6,16,11,18,6,4,17,Regular,,,,,,,,
2023,30,1405,toledo,90,1350,richmond,67,H,0,31,63,9,22,19,23,8,33,19,9,11,4,18,21,58,11,27,14,20,6,22,12,13,7,3,20,Regular,,,,,,,,
2023,30,1410,tex.-pan american,89,1394,a&m-corpus chris,82,H,0,28,53,9,23,24,32,10,22,16,17,2,6,21,30,64,5,19,17,18,7,14,21,12,9,0,29,Regular,,,16.0,X,,,16.0,X
2023,30,1412,alabama-birmingham,80,1239,jacksonville,61,H,0,30,72,11,27,9,12,16,27,16,11,7,2,12,22,55,9,24,8,12,7,23,15,16,7,3,10,Regular,,,,,,,,
2023,30,1420,maryland-baltimore county,109,1164,coppin st,82,H,0,37,76,21,44,14,19,13,27,29,9,10,2,20,25,54,9,27,23,30,6,22,11,16,5,3,20,Regular,,,,,,,,
2023,30,1423,nc wilmington,60,1157,coastal car,58,A,0,22,57,12,29,4,8,9,22,14,14,9,3,25,17,47,2,13,22,28,7,21,5,16,7,4,16,Regular,,,,,,,,
2023,30,1425,southern california,66,1143,california,51,A,0,23,52,5,16,15,16,9,28,10,11,3,8,17,18,65,3,12,12,17,12,17,6,7,6,2,14,Regular,10.0,W,,,10.0,W,,
2023,30,1433,va commonwealth,70,1435,vanderbilt,65,H,0,19,44,7,18,25,37,6,21,8,15,9,3,20,21,49,8,21,15,20,9,21,12,18,6,1,27,Regular,12.0,Z,,,12.0,Z,,
2023,30,1442,w illinois,86,1475,southern indiana,78,H,0,28,54,5,19,25,33,8,23,17,14,5,5,17,32,68,7,21,7,13,6,19,11,12,9,2,25,Regular,,,,,,,,
2023,30,1443,w kentucky,75,1122,austin peay,74,A,0,29,54,4,12,13,17,5,17,14,8,11,7,12,29,58,10,21,6,8,7,20,13,16,3,2,16,Regular,,,,,,,,
2023,30,1462,xavier,95,1368,se louisiana,63,H,0,36,67,8,26,15,22,12,34,27,15,7,8,19,21,58,7,19,14,23,5,18,12,17,11,0,19,Regular,3.0,Y,,,3.0,Y,,
2023,30,1463,yale,86,1224,howard,40,H,0,31,63,18,41,6,6,12,29,27,10,9,4,14,18,52,3,16,1,8,6,17,10,15,4,1,11,Regular,,,16.0,Z,,,16.0,Z
2023,30,1465,cal baptist,65,1415,cal riverside,60,H,0,20,54,8,23,17,26,10,28,7,10,3,10,17,22,61,4,22,12,15,8,21,11,9,4,1,21,Regular,,,,,,,,
2023,30,1477,East Texas A&M,53,1218,hawai'i,51,A,0,19,60,4,28,11,15,12,28,9,12,6,2,21,16,49,5,27,14,19,3,26,12,12,4,4,17,Regular,,,,,,,,
2023,31,1113,arizona st,60,1160,colorado,59,A,0,24,61,5,26,7,13,5,23,16,10,14,3,20,20,53,10,26,9,17,10,30,15,18,5,6,15,Regular,11.0,Z,,,11.0,Z,,
2023,31,1117,arkansas st,58,1290,miss valley st.,38,H,0,21,39,7,16,9,17,5,26,17,11,3,6,17,14,48,3,13,7,13,7,16,4,9,5,1,17,Regular,,,,,,,,
2023,31,1125,belmont,76,1434,valparaiso,64,H,0,26,60,15,34,9,10,8,30,18,9,2,5,12,26,64,2,16,10,15,7,24,9,6,4,2,11,Regular,,,,,,,,
2023,31,1126,bethune-cookman,86,1152,chicago st,73,H,0,27,63,10,20,22,26,12,21,11,10,5,4,18,24,59,7,27,18,22,13,18,14,13,9,6,20,Regular,,,,,,,,
2023,31,1156,cleveland st,80,1324,oakland,64,H,0,32,75,5,22,11,16,23,25,17,8,6,3,17,21,55,4,22,18,24,8,17,10,10,4,3,13,Regular,,,,,,,,
2023,31,1163,connecticut,74,1329,oklahoma st,64,H,0,21,56,8,23,24,33,10,18,11,6,8,3,16,22,56,4,11,16,19,11,23,5,16,4,3,25,Regular,4.0,Z,,,4.0,Z,,
2023,31,1165,cornell,74,1174,delaware,67,A,0,29,62,10,28,6,10,9,18,20,9,10,1,13,28,57,8,27,3,3,7,20,16,18,4,4,14,Regular,,,,,,,,
2023,31,1176,denver,93,1223,houston bap,83,A,0,35,52,9,13,14,18,4,23,15,14,7,3,12,30,59,12,27,11,16,6,14,16,14,7,3,15,Regular,,,,,,,,
2023,31,1178,detroit,75,1236,fort wayne,66,A,0,24,70,12,29,15,19,13,27,11,13,9,4,16,24,62,5,23,13,20,11,32,7,20,9,3,18,Regular,,,,,,,,
2023,31,1242,kansas,91,1371,seton hall,65,H,0,33,58,7,17,18,21,10,23,16,10,15,3,22,21,48,4,19,19,32,8,15,11,16,4,2,17,Regular,1.0,Z,,,1.0,Z,,
2023,31,1264,manhattan,56,1193,fairfield,53,H,0,24,54,5,18,3,6,9,20,9,11,8,8,12,19,59,7,31,8,14,20,19,8,15,6,4,11,Regular,,,,,,,,
2023,31,1291,mount saint mary`s,73,1389,saint peter's,58,A,0,23,57,10,21,17,23,8,23,9,6,4,3,16,23,58,4,17,8,12,10,25,6,8,5,5,23,Regular,,,,,,,,
2023,31,1293,murray st,70,1229,illinois st,67,H,1,26,61,8,26,10,15,7,24,11,8,2,3,10,27,60,8,28,5,6,4,27,11,13,7,3,16,Regular,,,,,,,,
2023,31,1297,n kentucky,77,1464,youngstown st,73,H,2,26,72,9,26,16,22,16,22,11,13,12,2,23,26,60,5,19,16,21,9,31,14,21,7,1,21,Regular,16.0,Y,,,16.0,Y,,
2023,31,1322,northwestern la,102,1372,sf austin,96,A,0,32,62,11,23,27,30,8,15,17,12,9,2,26,30,53,9,19,27,34,10,19,13,16,5,0,25,Regular,,,,,,,,
2023,31,1332,oregon,74,1450,washington st,60,H,0,32,62,3,18,7,8,10,18,16,11,9,1,14,25,53,3,14,7,8,7,16,5,17,6,3,13,Regular,,,,,,,,
2023,31,1333,oregon st,66,1449,washington,65,H,0,22,49,4,14,18,23,8,27,16,15,6,3,15,22,55,8,26,13,16,6,22,14,13,9,6,20,Regular,,,,,,,,
2023,31,1334,pacific,74,1413,california-davis,72,A,0,26,68,9,24,13,17,12,25,9,11,5,1,24,24,57,8,27,16,30,10,29,13,13,4,5,18,Regular,,,,,,,,
2023,31,1347,radford,80,1300,n.c. central,78,H,0,28,48,6,14,18,30,5,21,14,14,5,6,11,32,66,10,24,4,5,12,19,16,15,8,0,25,Regular,,,,,,,,
2023,31,1352,robert morris,80,1460,wright st,59,A,0,32,61,9,17,7,9,5,28,13,7,11,6,18,22,53,6,16,9,13,4,19,10,12,4,0,12,Regular,,,,,,,,
2023,31,1400,texas,72,1166,creighton,67,H,0,31,74,4,19,6,8,8,29,15,3,3,3,12,27,66,4,27,9,14,8,32,12,8,3,5,11,Regular,2.0,Y,6.0,X,2.0,Y,6.0,X
2023,31,1402,texas st,65,1249,lamar,55,A,0,26,54,5,12,8,16,7,25,18,9,7,7,10,20,54,6,20,9,12,6,19,14,11,8,5,14,Regular,,,,,,,,
2023,31,1417,ucla,80,1390,stanford,66,A,0,32,54,6,14,10,11,6,17,13,15,4,2,17,24,53,9,27,9,14,8,13,15,14,11,3,15,Regular,2.0,Z,,,2.0,Z,,
2023,31,1428,utah,81,1112,arizona,66,H,0,31,71,9,25,10,19,15,33,18,13,6,8,16,25,71,4,28,12,18,10,22,18,12,8,6,19,Regular,,,2.0,X,,,2.0,X
2023,31,1429,utah st,86,1469,dixie st,81,H,0,30,55,13,31,13,16,3,24,24,12,6,2,19,25,52,12,23,19,24,6,22,15,15,5,1,20,Regular,10.0,X,,,10.0,X,,
2023,31,1454,milwaukee,81,1453,green bay,67,A,0,30,55,6,16,15,17,6,24,10,13,7,7,19,23,57,4,23,17,28,13,15,11,11,4,2,15,Regular,,,,,,,,
2023,31,1459,wofford,76,1342,presbyterian,63,H,0,28,50,5,14,15,16,4,19,11,11,10,2,8,27,50,9,19,0,3,2,17,18,16,6,2,15,Regular,,,,,,,,
2023,32,1120,auburn,93,1159,colgate,66,H,0,37,67,10,22,9,16,12,25,14,8,10,8,17,25,57,8,18,8,19,9,21,11,12,6,3,15,Regular,9.0,Y,15.0,Y,9.0,Y,15.0,Y
2023,32,1124,baylor,64,1211,gonzaga,63,N,0,23,62,6,24,12,15,6,24,8,14,7,5,16,22,61,6,22,13,21,13,24,12,17,9,3,18,Regular,3.0,X,3.0,Z,3.0,X,3.0,Z
2023,32,1131,boston,68,1467,merrimack,54,A,0,26,52,8,17,8,11,5,27,13,12,8,2,18,20,50,4,21,10,16,3,20,9,14,7,6,13,Regular,,,,,,,,
2023,32,1135,brown,72,1136,bryant,60,A,0,28,51,10,25,6,12,4,29,9,9,2,6,16,24,59,5,17,7,12,8,19,11,5,6,5,14,Regular,,,,,,,,
2023,32,1150,charlotte,71,1111,appalachian st,62,H,0,26,54,12,24,7,9,6,24,15,8,6,2,11,21,53,10,25,10,11,7,21,12,10,5,7,13,Regular,,,,,,,,
2023,32,1155,clemson,77,1448,wake forest,57,H,0,22,43,9,22,24,25,1,34,15,18,5,2,16,20,59,8,28,9,14,3,19,8,10,9,1,17,Regular,,,,,,,,
2023,32,1187,east carolina,79,1144,campbell,69,H,0,26,56,12,27,15,17,8,28,20,13,3,5,18,26,60,8,25,9,13,4,22,14,8,9,5,16,Regular,,,,,,,,
2023,32,1208,georgia,68,1197,florida a&m,46,H,0,26,54,7,18,9,16,12,26,16,11,13,6,10,18,50,4,13,6,11,6,18,8,18,6,5,13,Regular,,,,,,,,
2023,32,1210,georgia tech,81,1318,northeastern,63,H,0,28,63,5,16,20,26,15,28,11,9,5,4,17,22,62,5,25,14,22,9,21,14,11,4,6,17,Regular,,,,,,,,
2023,32,1225,idaho,84,1296,n illinois,47,H,0,31,56,11,28,11,12,4,29,13,16,6,2,12,18,54,3,14,8,14,6,19,6,15,11,2,16,Regular,,,,,,,,
2023,32,1233,iona,78,1310,niagara,56,H,0,31,68,7,18,9,10,12,26,12,9,8,9,20,19,53,2,11,16,24,8,22,7,12,5,3,13,Regular,13.0,Z,,,13.0,Z,,
2023,32,1241,james madison,97,1184,e kentucky,80,H,0,36,59,9,23,16,21,8,24,16,15,9,2,17,30,69,10,29,10,18,15,17,12,14,9,3,17,Regular,,,,,,,,
2023,32,1244,kennesaw,66,1273,mercer,63,A,0,24,57,6,15,12,15,6,19,10,9,9,1,14,25,50,4,13,9,13,6,27,12,16,4,2,20,Regular,14.0,Y,,,14.0,Y,,
2023,32,1245,kent,83,1355,s dakota st,68,H,0,31,62,10,24,11,12,9,23,12,9,7,4,20,21,55,10,21,16,23,8,19,9,12,7,1,16,Regular,13.0,Y,,,13.0,Y,,
2023,32,1251,liberty,79,1271,maryland - e. shore,59,H,0,28,56,14,29,9,13,8,24,19,9,5,1,8,24,51,7,18,4,6,3,22,8,11,4,2,10,Regular,,,,,,,,
2023,32,1256,louisiana tech,74,1380,southern,59,H,0,28,58,9,25,9,14,6,32,17,11,10,8,14,22,63,5,20,10,13,6,23,13,14,5,2,15,Regular,,,,,,,,
2023,32,1261,louisiana state,63,1426,texas arlington,59,H,0,21,51,7,18,14,21,7,28,11,12,5,3,14,24,64,5,19,6,11,13,22,8,8,6,4,17,Regular,,,,,,,,
2023,32,1268,maryland,71,1228,illinois,66,H,0,24,54,9,23,14,18,8,19,9,10,3,3,13,27,61,5,20,7,8,13,19,8,12,5,7,18,Regular,8.0,X,9.0,Z,8.0,X,9.0,Z
2023,32,1269,massachusetts,71,1217,harvard,68,A,0,27,63,6,18,11,16,10,18,8,11,7,1,23,22,45,3,13,21,28,8,27,14,17,6,5,22,Regular,,,,,,,,
2023,32,1338,pitt,68,1301,n.c. state,60,A,0,25,54,6,22,12,15,4,28,10,13,5,4,17,21,60,6,27,12,19,12,25,9,12,8,2,19,Regular,11.0,Y,11.0,X,11.0,Y,11.0,X
2023,32,1373,siena,74,1145,canisius,70,H,0,23,52,9,17,19,21,7,26,10,13,1,10,16,27,65,11,25,5,7,8,21,18,8,2,0,20,Regular,,,,,,,,
2023,32,1378,south fla.,79,1149,charleston so,59,H,0,29,60,14,31,7,11,10,21,22,9,7,2,15,20,55,2,18,17,19,11,18,8,12,3,1,12,Regular,,,,,,,,
2023,32,1406,towson,74,1254,LIU,64,A,0,27,57,5,22,15,22,15,22,18,10,8,5,11,24,55,8,18,8,10,6,17,17,10,5,2,16,Regular,,,,,,,,
2023,33,1104,alabama,78,1355,s dakota st,65,H,0,27,68,13,40,11,15,14,29,20,10,5,5,14,26,61,6,20,7,11,5,28,9,11,6,3,16,Regular,1.0,X,,,1.0,X,,
2023,33,1116,arkansas,99,1363,san jose st,58,H,0,37,59,8,13,17,21,7,24,22,11,8,5,12,23,57,6,19,6,11,9,16,8,18,6,3,19,Regular,8.0,Z,,,8.0,Z,,
2023,33,1119,army,75,1447,wagner,64,H,0,22,49,8,24,23,28,10,24,12,13,9,4,15,24,62,11,33,5,11,10,20,14,13,7,1,26,Regular,,,,,,,,
2023,33,1122,austin peay,77,1398,tennessee st,61,H,0,26,51,8,21,17,20,7,23,12,11,6,4,14,22,50,3,11,14,21,8,16,13,11,7,2,17,Regular,,,,,,,,
2023,33,1129,boise st,86,1401,texas a&m,71,N,0,23,44,11,25,29,36,7,22,19,14,4,1,20,24,58,5,21,18,26,11,16,13,9,8,2,26,Regular,10.0,Z,7.0,Y,10.0,Z,7.0,Y
2023,33,1132,bowling green,86,1288,morgan st,76,H,0,25,54,6,18,30,42,12,22,16,15,7,4,14,29,64,10,22,8,13,10,22,15,15,9,2,32,Regular,,,,,,,,
2023,33,1133,bradley,58,1283,missouri st,40,A,0,23,52,8,24,4,4,9,28,15,15,8,6,16,16,51,2,15,6,11,6,19,5,11,10,3,11,Regular,,,,,,,,
2023,33,1137,bucknell,79,1312,n.j.i.t.,63,A,0,31,59,10,23,7,10,6,33,17,12,3,3,21,19,58,6,26,19,28,6,22,11,5,7,3,12,Regular,,,,,,,,
2023,33,1138,buffalo,83,1382,saint bonaventure,66,H,0,29,59,7,26,18,21,11,27,18,9,6,5,16,27,60,3,15,9,19,11,18,10,13,4,2,19,Regular,,,,,,,,
2023,33,1139,butler,80,1399,tennessee tech,66,H,0,27,53,9,20,17,21,7,25,13,6,4,6,10,27,65,8,23,4,7,11,19,13,5,5,1,17,Regular,,,,,,,,
2023,33,1142,cal poly,64,1465,cal baptist,53,H,0,20,50,8,20,16,17,4,21,10,8,9,3,15,21,53,5,21,6,12,9,23,9,14,5,2,21,Regular,,,,,,,,
2023,33,1151,chattanooga,82,1205,gardner webb,71,A,0,23,47,12,27,24,31,5,24,14,18,5,5,17,25,60,8,21,13,19,7,20,14,10,14,3,26,Regular,,,,,,,,
2023,33,1156,cleveland st,92,1178,detroit,77,H,0,32,63,9,20,19,22,8,22,16,8,5,2,19,26,67,10,31,15,21,20,22,11,13,5,2,16,Regular,,,,,,,,
2023,33,1157,coastal car,86,1457,winthrop,81,A,0,29,58,7,24,21,26,8,20,17,14,8,6,22,26,60,13,36,16,20,11,17,11,14,5,3,23,Regular,,,,,,,,
2023,33,1158,charleston,79,1154,citadel,57,A,0,27,69,9,36,16,22,17,36,12,8,2,6,22,20,57,2,14,15,23,3,27,6,8,5,2,20,Regular,12.0,X,,,12.0,X,,
2023,33,1162,columbia,56,1306,new hampshire,52,H,0,21,50,5,13,9,16,7,27,9,14,8,5,16,17,60,7,25,11,17,13,27,11,14,7,6,16,Regular,,,,,,,,
2023,33,1164,coppin st,74,1259,loyola (md),71,A,0,30,57,8,22,6,9,4,22,11,17,9,1,20,26,54,6,18,13,22,8,25,12,14,8,3,13,Regular,,,,,,,,
2023,33,1171,dartmouth,79,1167,bakersfield,54,H,0,27,54,13,29,12,16,6,26,17,12,6,5,13,23,57,3,12,5,10,8,21,6,16,7,2,19,Regular,,,,,,,,
2023,33,1173,dayton,80,1368,se louisiana,74,H,0,25,43,7,16,23,34,6,23,16,13,3,5,13,26,55,9,26,13,18,4,15,11,9,6,0,24,Regular,,,,,,,,
2023,33,1174,delaware,69,1172,davidson,67,H,0,29,59,6,21,5,14,10,28,16,7,5,9,15,27,64,6,21,7,8,6,22,14,5,5,1,17,Regular,,,,,,,,
2023,33,1177,depaul,78,1260,loyola (il),72,A,1,25,55,11,24,17,19,2,16,15,9,9,2,12,28,53,8,20,8,13,7,25,15,16,8,1,18,Regular,,,,,,,,
2023,33,1179,drake,77,1227,il chicago,64,H,0,26,53,9,24,16,21,4,25,14,11,7,3,18,22,59,10,28,10,13,10,26,10,15,4,0,18,Regular,12.0,Y,,,12.0,Y,,
2023,33,1181,duke,75,1130,boston college,59,H,0,28,53,8,21,11,13,7,25,19,10,4,7,13,24,64,5,22,6,9,12,18,7,7,5,2,14,Regular,5.0,W,,,5.0,W,,
2023,33,1182,duquesne,78,1123,ball st,77,H,0,28,59,11,22,11,14,11,20,13,11,4,5,21,26,48,8,17,17,25,7,19,12,10,5,0,17,Regular,,,,,,,,
2023,33,1186,e washington,78,1295,n dakota st,70,H,0,32,62,7,23,7,10,6,23,18,10,8,5,15,27,59,12,30,4,7,8,20,17,15,5,0,13,Regular,,,,,,,,
2023,33,1188,edwardsville,78,1407,troy,72,H,0,25,52,9,21,19,30,14,14,15,14,6,3,14,25,58,10,22,12,14,11,18,12,16,7,3,25,Regular,,,,,,,,
2023,33,1192,f dickinson,97,1386,saint joseph's,80,A,0,34,59,12,24,17,21,5,21,19,11,9,2,21,25,55,12,29,18,22,8,15,16,17,5,3,18,Regular,16.0,W,,,16.0,W,,
2023,33,1193,fairfield,67,1389,saint peter's,55,H,0,19,42,4,11,25,31,5,26,10,12,4,6,11,24,65,4,15,3,6,11,20,9,10,3,2,25,Regular,,,,,,,,
2023,33,1200,fordham,95,1408,tulane,90,A,0,32,71,10,29,21,29,13,27,16,11,7,9,26,27,62,7,22,29,34,5,23,17,14,4,5,20,Regular,,,,,,,,
2023,33,1201,fresno st,80,1414,california-irvine,66,A,0,32,60,6,18,10,12,8,24,16,9,6,9,12,27,61,4,14,8,9,7,16,12,10,6,2,16,Regular,,,,,,,,
2023,33,1202,furman,88,1354,s carolina st,76,H,0,32,57,8,22,16,19,7,24,22,20,9,4,15,31,66,4,16,10,13,9,18,21,17,12,5,18,Regular,13.0,X,,,13.0,X,,
2023,33,1206,george mason,80,1405,toledo,73,H,0,28,55,7,16,17,27,10,25,14,14,2,9,18,27,66,4,16,15,20,8,20,9,12,8,3,23,Regular,,,,,,,,
2023,33,1212,grambling,72,1230,incarnate word,39,H,0,28,53,7,14,9,18,7,32,19,12,7,7,19,14,58,3,19,8,19,16,20,6,16,6,3,14,Regular,,,,,,,,
2023,33,1213,grand canyon,66,1461,wyoming,58,A,0,21,46,8,19,16,17,1,25,10,10,7,2,10,21,60,10,35,6,9,8,22,10,11,6,2,14,Regular,14.0,Z,,,14.0,Z,,
2023,33,1214,hampton,74,1224,howard,65,H,0,22,56,9,27,21,32,10,23,10,13,9,1,21,22,53,6,15,15,25,11,23,9,17,7,2,26,Regular,,,16.0,Z,,,16.0,Z
2023,33,1219,high point,93,1316,north florida,88,H,0,30,62,4,14,29,38,11,29,9,7,4,3,17,33,78,10,38,12,17,13,24,13,9,4,2,22,Regular,,,,,,,,
2023,33,1221,holy cross,63,1148,central conn,57,H,0,24,57,3,15,12,13,8,28,13,12,8,2,9,24,68,6,25,3,5,14,25,8,12,8,5,14,Regular,,,,,,,,
2023,33,1222,houston,53,1388,saint mary's,48,N,0,21,57,3,11,8,9,10,16,10,4,7,6,13,17,46,9,22,5,8,6,23,14,12,3,1,13,Regular,1.0,Y,5.0,Z,1.0,Y,5.0,Z
2023,33,1232,indiana st,88,1275,miami (oh),61,A,0,30,61,16,34,12,15,5,32,24,13,10,0,23,19,56,3,19,20,25,6,25,4,15,7,4,18,Regular,,,,,,,,
2023,33,1236,fort wayne,79,1324,oakland,73,H,1,28,71,11,40,12,15,8,33,18,9,5,1,15,27,67,9,31,10,14,5,30,8,7,5,2,15,Regular,,,,,,,,
2023,33,1238,jackson st,69,1374,smu,68,A,0,27,60,11,25,4,9,7,28,20,11,6,7,13,27,60,10,25,4,6,2,24,15,9,9,2,11,Regular,,,,,,,,
2023,33,1240,jacksonville st,63,1190,east tenn. st.,61,A,0,19,44,12,26,13,15,4,22,13,13,4,3,11,25,58,8,26,3,5,8,19,15,10,11,2,11,Regular,,,,,,,,
2023,33,1243,kansas st,55,1455,wichita st,50,H,0,19,53,4,20,13,21,6,24,13,7,8,4,14,19,49,4,20,8,13,4,29,5,16,5,5,17,Regular,3.0,W,,,3.0,W,,
2023,33,1247,la salle,84,1335,penn,81,A,1,32,68,10,27,10,17,12,25,12,9,6,1,19,27,61,10,29,17,21,6,23,12,10,4,1,16,Regular,,,,,,,,
2023,33,1255,longwood,75,1175,delaware st,49,A,0,25,46,9,20,16,21,6,24,16,14,7,3,16,18,53,7,20,6,14,10,16,11,20,6,5,19,Regular,,,,,,,,
2023,33,1258,loy marymount,64,1305,nevada,52,H,0,24,56,6,20,10,16,9,28,11,10,5,5,17,16,51,7,21,13,15,3,20,9,9,5,2,17,Regular,,,11.0,Z,,,11.0,Z
2023,33,1262,ma lowell,70,1357,sacred heart,59,A,0,26,63,4,20,14,17,11,28,16,17,5,3,20,21,58,5,20,12,19,7,21,9,15,11,3,19,Regular,,,,,,,,
2023,33,1267,marshall,83,1325,ohio,69,H,0,35,76,8,27,5,11,15,23,19,6,9,5,12,29,67,7,24,4,6,10,22,11,13,4,1,13,Regular,,,,,,,,
2023,33,1272,memphis,68,1279,mississippi,57,H,0,27,69,1,15,13,16,17,19,15,10,7,7,14,21,63,5,20,10,13,16,18,12,16,5,5,16,Regular,8.0,W,,,8.0,W,,
2023,33,1280,mississippi st,82,1290,miss valley st.,52,H,0,31,65,6,19,14,21,18,21,19,8,12,2,11,19,49,8,15,6,9,5,17,12,14,5,1,14,Regular,11.0,Y,,,11.0,Y,,
2023,33,1282,Kansas City,61,1473,lindenwood,47,H,0,19,48,7,18,16,24,13,31,11,19,7,4,15,16,58,6,25,9,12,8,16,8,11,9,0,15,Regular,,,,,,,,
2023,33,1294,n colorado,88,1161,colorado st,83,A,0,32,56,9,21,15,17,5,25,11,12,0,2,10,31,60,11,22,10,13,3,15,20,6,4,3,14,Regular,,,,,,,,
2023,33,1297,n kentucky,60,1352,robert morris,56,H,0,21,52,6,18,12,18,11,21,10,13,2,2,17,21,43,6,13,8,16,3,18,14,15,10,4,17,Regular,16.0,Y,,,16.0,Y,,
2023,33,1317,north texas,75,1303,ne omaha,45,H,0,26,59,10,25,13,16,14,27,16,12,10,4,16,16,51,2,17,11,16,6,16,4,12,6,3,12,Regular,,,,,,,,
2023,33,1320,northern iowa,72,1191,evansville,55,H,0,28,62,11,27,5,9,8,25,17,11,3,4,8,22,59,4,21,7,9,6,21,7,11,4,2,8,Regular,,,,,,,,
2023,33,1326,ohio st,96,1384,saint francis (pa),59,H,0,35,69,13,23,13,18,17,29,20,7,3,5,10,24,59,6,19,5,7,5,19,14,10,2,1,17,Regular,,,,,,,,
2023,33,1330,old dominion,68,1313,norfolk st,62,H,0,23,52,5,16,17,30,10,20,12,6,7,2,14,25,53,6,26,6,13,8,22,14,11,4,5,18,Regular,,,,,,,,
2023,33,1331,oral roberts,77,1409,tulsa,66,A,0,33,78,9,36,2,3,10,28,16,5,9,4,14,25,61,7,21,9,17,8,32,9,13,3,2,7,Regular,12.0,W,,,12.0,W,,
